html_url,language,n-contributors,right.html_url,right.language,size,owner,stargazers_count,log-stargazers,log-contributors,log-stargazers-prediction,log-contributors-prediction
https://github.com/tonsky/FiraCode,Clojure,123,https://github.com/tonsky/FiraCode,Clojure,88621,tonsky,73546,11.205666339778414,4.812184355372417,7.698001544473366,5.51328501465475
https://github.com/LightTable/LightTable,Clojure,98,https://github.com/LightTable/LightTable,Clojure,19648,LightTable,11732,9.37007543009734,4.584967478670572,7.5679409058353135,4.7894396178194265
https://github.com/clojure/clojurescript,Clojure,228,https://github.com/clojure/clojurescript,Clojure,18438,clojure,9145,9.120962560824966,5.429345628954441,8.051269270664676,4.69120465557145
https://github.com/technomancy/leiningen,Clojure,475,https://github.com/technomancy/leiningen,Clojure,7183,technomancy,7304,8.896177422274805,6.163314804034641,8.471398712796033,4.602563070478401
https://github.com/omcljs/om,Clojure,23,https://github.com/omcljs/om,Clojure,2181,omcljs,6662,8.804175018753625,3.1354942159291497,6.738251575635131,4.566282918983118
https://github.com/jepsen-io/jepsen,Clojure,138,https://github.com/jepsen-io/jepsen,Clojure,46770,jepsen-io,6390,8.762489547371581,4.927253685157205,7.763868088969093,4.5498447047733706
https://github.com/athensresearch/athens,Clojure,86,https://github.com/athensresearch/athens,Clojure,78287,athensresearch,6331,8.753213480544126,4.454347296253507,7.493172937052454,4.546186788274451
https://github.com/overtone/overtone,Clojure,85,https://github.com/overtone/overtone,Clojure,8808,overtone,5729,8.653296274408579,4.442651256490317,7.4864780364657655,4.506785520080968
https://github.com/day8/re-frame,Clojure,217,https://github.com/day8/re-frame,Clojure,68317,day8,5345,8.583916823459145,5.37989735354046,8.02296470819887,4.479426484938745
https://github.com/tonsky/datascript,Clojure,72,https://github.com/tonsky/datascript,Clojure,1808,tonsky,5248,8.565602330623925,4.276666119016055,7.391466903060145,4.472204363024636
https://github.com/reagent-project/reagent,Clojure,92,https://github.com/reagent-project/reagent,Clojure,3979,reagent-project,4686,8.452334619067742,4.5217885770490405,7.531776830293822,4.427538467596847
https://github.com/riemann/riemann,Clojure,183,https://github.com/riemann/riemann,Clojure,7531,riemann,4186,8.339500903005945,5.209486152841421,7.9254200631191924,4.383043713592348
https://github.com/weavejester/compojure,Clojure,49,https://github.com/weavejester/compojure,Clojure,5863,weavejester,4043,8.304742269640771,3.8918202981106265,7.171178278505967,4.369337022940867
https://github.com/functional-koans/clojure-koans,Clojure,70,https://github.com/functional-koans/clojure-koans,Clojure,282,functional-koans,3696,8.215006432761575,4.248495242049359,7.3753416825111,4.333950667455234
https://github.com/ring-clojure/ring,Clojure,160,https://github.com/ring-clojure/ring,Clojure,7309,ring-clojure,3661,8.205491613120236,5.075173815233827,7.848538677106937,4.330198601369714
https://github.com/babashka/babashka,Clojure,118,https://github.com/babashka/babashka,Clojure,11154,babashka,3632,8.197538739721184,4.770684624465665,7.67424678829774,4.3270624718698585
https://github.com/swannodette/mori,Clojure,24,https://github.com/swannodette/mori,Clojure,1643,swannodette,3388,8.127995055771946,3.1780538303479458,6.7626130170555285,4.299638673222712
https://github.com/magomimmo/modern-cljs,Clojure,86,https://github.com/magomimmo/modern-cljs,Clojure,34172,magomimmo,2928,7.982074875081202,4.454347296253507,7.493172937052454,4.242096630199234
https://github.com/quil/quil,Clojure,59,https://github.com/quil/quil,Clojure,10385,quil,2903,7.97349996402463,4.07753744390572,7.2774841609683945,4.238715206885447
https://github.com/bhauman/lein-figwheel,Clojure,105,https://github.com/bhauman/lein-figwheel,Clojure,3739,bhauman,2885,7.9672801789422,4.653960350157523,7.60743294118637,4.236262501994898
https://github.com/swarmpit/swarmpit,Clojure,21,https://github.com/swarmpit/swarmpit,Clojure,6845,swarmpit,2805,7.9391588179567965,3.044522437723423,6.686178649789038,4.225173147828524
https://github.com/Engelberg/instaparse,Clojure,30,https://github.com/Engelberg/instaparse,Clojure,1174,Engelberg,2676,7.892078421248119,3.4011973816621555,6.8903420537941695,4.206607503240168
https://github.com/pedestal/pedestal,Clojure,123,https://github.com/pedestal/pedestal,Clojure,5273,pedestal,2626,7.873217054862741,4.812184355372417,7.698001544473366,4.199169727663881
https://github.com/razum2um/awesome-clojure,Clojure,124,https://github.com/razum2um/awesome-clojure,Clojure,205,razum2um,2603,7.864419904994565,4.820281565605037,7.7026364481360154,4.195700666881456
https://github.com/weavejester/hiccup,Clojure,41,https://github.com/weavejester/hiccup,Clojure,464,weavejester,2587,7.8582541821860294,3.713572066704308,7.06914765846875,4.193269280863154
https://github.com/clojure-cookbook/clojure-cookbook,Clojure,124,https://github.com/clojure-cookbook/clojure-cookbook,Clojure,11402,clojure-cookbook,2553,7.845024417241484,4.820281565605037,7.7026364481360154,4.188052266328043
https://github.com/clj-commons/aleph,Clojure,104,https://github.com/clj-commons/aleph,Clojure,3426,clj-commons,2495,7.822044008185619,4.6443908991413725,7.601955315894436,4.178990190881521
https://github.com/redplanetlabs/specter,Clojure,26,https://github.com/redplanetlabs/specter,Clojure,1978,redplanetlabs,2471,7.81237820598861,3.258096538021482,6.808430061235745,4.175178586460228
https://github.com/plumatic/schema,Clojure,81,https://github.com/plumatic/schema,Clojure,3280,plumatic,2382,7.775695749915245,4.394449154672439,7.458886793081341,4.16071325715767
https://github.com/jepsen-io/maelstrom,Clojure,34,https://github.com/jepsen-io/maelstrom,Clojure,1233,jepsen-io,2305,7.742835955430749,3.5263605246161616,6.961986372397779,4.147755353055448
https://github.com/incanter/incanter,Clojure,133,https://github.com/incanter/incanter,Clojure,42571,incanter,2220,7.705262474866325,4.890349128221754,7.742743644722914,4.132938657894125
https://github.com/thheller/shadow-cljs,Clojure,62,https://github.com/thheller/shadow-cljs,Clojure,8604,thheller,2159,7.677400430514807,4.127134385045092,7.305873820806669,4.121951562434075
https://github.com/onyx-platform/onyx,Clojure,65,https://github.com/onyx-platform/onyx,Clojure,17013,onyx-platform,2046,7.6236419465115715,4.174387269895637,7.3329217253037315,4.100752486440967
https://github.com/clojure/core.async,Clojure,41,https://github.com/clojure/core.async,Clojure,1474,clojure,1923,7.56164174558878,3.713572066704308,7.06914765846875,4.0763033786337015
https://github.com/anmonteiro/lumo,Clojure,24,https://github.com/anmonteiro/lumo,Clojure,20392,anmonteiro,1888,7.543273346705446,3.1780538303479458,6.7626130170555285,4.06905999945329
https://github.com/walmartlabs/lacinia,Clojure,71,https://github.com/walmartlabs/lacinia,Clojure,3617,walmartlabs,1791,7.490529402060711,4.2626798770413155,7.38346107360863,4.048260996069327
https://github.com/boot-clj/boot,Clojure,91,https://github.com/boot-clj/boot,Clojure,3062,boot-clj,1751,7.467942332285852,4.51085950651685,7.525520948627944,4.0393540297086306
https://github.com/dakrone/clj-http,Clojure,189,https://github.com/dakrone/clj-http,Clojure,2029,dakrone,1745,7.4645098346365275,5.241747015059643,7.94388642179827,4.038000461432601
https://github.com/clj-commons/kibit,Clojure,64,https://github.com/clj-commons/kibit,Clojure,458,clj-commons,1744,7.463936604468925,4.1588830833596715,7.32404701303895,4.037774414323762
https://github.com/taoensso/sente,Clojure,48,https://github.com/taoensso/sente,Clojure,1634,taoensso,1716,7.447751280047908,3.871201010907891,7.159375644384875,4.031391906916119
https://github.com/marick/Midje,Clojure,54,https://github.com/marick/Midje,Clojure,73003,marick,1677,7.424761761823209,3.9889840465642745,7.22679553440607,4.022326239367515
https://github.com/seancorfield/honeysql,Clojure,75,https://github.com/seancorfield/honeysql,Clojure,1240,seancorfield,1660,7.414572881350589,4.31748811353631,7.414833717862157,4.018308364692872
https://github.com/clj-kondo/clj-kondo,Clojure,167,https://github.com/clj-kondo/clj-kondo,Clojure,13736,clj-kondo,1626,7.3938782901077555,5.117993812416755,7.873049163567849,4.010147676746822
https://github.com/nextjournal/clerk,Clojure,34,https://github.com/nextjournal/clerk,Clojure,3581,nextjournal,1621,7.390798521735676,3.5263605246161616,6.961986372397779,4.008933203441418
https://github.com/cgrand/enlive,Clojure,26,https://github.com/cgrand/enlive,Clojure,361,cgrand,1606,7.381501894506707,3.258096538021482,6.808430061235745,4.0052671791708185
https://github.com/replikativ/datahike,Clojure,77,https://github.com/replikativ/datahike,Clojure,5115,replikativ,1558,7.351158226430694,4.343805421853684,7.429897941861167,3.993301482269575
https://github.com/bhauman/devcards,Clojure,41,https://github.com/bhauman/devcards,Clojure,7049,bhauman,1524,7.329093736246592,3.713572066704308,7.06914765846875,3.984600589511256
https://github.com/fulcrologic/fulcro,Clojure,115,https://github.com/fulcrologic/fulcro,Clojure,18262,fulcrologic,1497,7.311218384419629,4.74493212836325,7.659505867032463,3.9775516380981077
https://github.com/Factual/drake,Clojure,26,https://github.com/Factual/drake,Clojure,827,Factual,1481,7.300472814267799,3.258096538021482,6.808430061235745,3.973314238877099
https://github.com/plumatic/plumbing,Clojure,36,https://github.com/plumatic/plumbing,Clojure,604,plumatic,1480,7.299797366758161,3.58351893845611,6.994704275730799,3.973047883466383
https://github.com/korma/Korma,Clojure,69,https://github.com/korma/Korma,Clojure,820,korma,1477,7.29776828253138,4.23410650459726,7.367105461639747,3.9722477360753707
https://github.com/dakrone/cheshire,Clojure,62,https://github.com/dakrone/cheshire,Clojure,1038,dakrone,1467,7.2909747781429814,4.127134385045092,7.305873820806669,3.9695687911895643
https://github.com/krisajenkins/yesql,Clojure,25,https://github.com/krisajenkins/yesql,Clojure,303,krisajenkins,1442,7.273786317844895,3.2188758248682006,6.78597983185754,3.9627907080121867
https://github.com/clj-commons/seesaw,Clojure,43,https://github.com/clj-commons/seesaw,Clojure,2371,clj-commons,1441,7.273092595999522,3.7612001156935624,7.096410309723108,3.962517146315074
https://github.com/taoensso/timbre,Clojure,70,https://github.com/taoensso/timbre,Clojure,1276,taoensso,1425,7.261927092702751,4.248495242049359,7.3753416825111,3.9581141510059927
https://github.com/clojure/core.logic,Clojure,37,https://github.com/clojure/core.logic,Clojure,3127,clojure,1425,7.261927092702751,3.6109179126442243,7.010387653359521,3.9581141510059927
https://github.com/nathanmarz/cascalog,Clojure,61,https://github.com/nathanmarz/cascalog,Clojure,2416,nathanmarz,1377,7.227662498728654,4.110873864173311,7.296566177114576,3.9446022794382207
https://github.com/metosin/reitit,Clojure,127,https://github.com/metosin/reitit,Clojure,18971,metosin,1350,7.2078598714324755,4.844187086458591,7.716320146962966,3.9367933278150753
https://github.com/metosin/malli,Clojure,124,https://github.com/metosin/malli,Clojure,6786,metosin,1335,7.19668657083435,4.820281565605037,7.7026364481360154,3.9323872577246455
https://github.com/noprompt/garden,Clojure,30,https://github.com/noprompt/garden,Clojure,629,noprompt,1328,7.191429330036379,3.4011973816621555,6.8903420537941695,3.9303141217488697
https://github.com/facebookarchive/duckling_old,Clojure,79,https://github.com/facebookarchive/duckling_old,Clojure,1639,facebookarchive,1322,7.186901020411631,4.3694478524670215,7.444575860817772,3.928528431887348
https://github.com/plexus/chestnut,Clojure,59,https://github.com/plexus/chestnut,Clojure,619,plexus,1318,7.183870715062453,4.07753744390572,7.2774841609683945,3.9273334637893695
https://github.com/clojure/core.typed,Clojure,23,https://github.com/clojure/core.typed,Clojure,13781,clojure,1277,7.152268856032539,3.1354942159291497,6.738251575635131,3.914871612910943
https://github.com/originrose/cortex,Clojure,34,https://github.com/originrose/cortex,Clojure,5249,originrose,1268,7.145196134997171,3.5263605246161616,6.961986372397779,3.9120825619641604
https://github.com/Tensegritics/ClojureDart,Clojure,25,https://github.com/Tensegritics/ClojureDart,Clojure,7312,Tensegritics,1261,7.13966033596492,3.2188758248682006,6.78597983185754,3.909899579565322
https://github.com/clojure-liberator/liberator,Clojure,54,https://github.com/clojure-liberator/liberator,Clojure,1405,clojure-liberator,1257,7.136483208590247,3.9889840465642745,7.22679553440607,3.9086467137915886
https://github.com/tolitius/mount,Clojure,29,https://github.com/tolitius/mount,Clojure,1653,tolitius,1210,7.098375638590786,3.367295829986474,6.870936552205721,3.893619406245442
https://github.com/cemerick/friend,Clojure,37,https://github.com/cemerick/friend,Clojure,276,cemerick,1160,7.05617528410041,3.6109179126442243,7.010387653359521,3.876978153457812
https://github.com/cerner/clara-rules,Clojure,36,https://github.com/cerner/clara-rules,Clojure,2422,cerner,1160,7.05617528410041,3.58351893845611,6.994704275730799,3.876978153457812
https://github.com/clojure/core.match,Clojure,22,https://github.com/clojure/core.match,Clojure,1219,clojure,1158,7.05444965813294,3.091042453358316,6.712807054468967,3.87629767154508
https://github.com/CircleCI-Archived/frontend,Clojure,152,https://github.com/CircleCI-Archived/frontend,Clojure,56398,CircleCI-Archived,1149,7.046647277848756,5.0238805208462765,7.819178011989405,3.873220887375318
https://github.com/babashka/sci,Clojure,49,https://github.com/babashka/sci,Clojure,3007,babashka,1130,7.029972911706386,3.8918202981106265,7.171178278505967,3.866645531660903
https://github.com/taoensso/carmine,Clojure,22,https://github.com/taoensso/carmine,Clojure,2534,taoensso,1130,7.029972911706386,3.091042453358316,6.712807054468967,3.866645531660903
https://github.com/clojure/test.check,Clojure,35,https://github.com/clojure/test.check,Clojure,1284,clojure,1104,7.00669522683704,3.5553480614894135,6.978579055181754,3.8574662287166603
https://github.com/metosin/compojure-api,Clojure,54,https://github.com/metosin/compojure-api,Clojure,2955,metosin,1100,7.003065458786462,3.9889840465642745,7.22679553440607,3.8560348689942225
https://github.com/emezeske/lein-cljsbuild,Clojure,69,https://github.com/emezeske/lein-cljsbuild,Clojure,840,emezeske,1096,6.999422467507961,4.23410650459726,7.367105461639747,3.8545982948350535
https://github.com/jonase/eastwood,Clojure,45,https://github.com/jonase/eastwood,Clojure,3648,jonase,1080,6.984716320118266,3.8066624897703196,7.12243331246944,3.8487990848710734
https://github.com/clojure-lsp/clojure-lsp,Clojure,107,https://github.com/clojure-lsp/clojure-lsp,Clojure,31501,clojure-lsp,1079,6.983789965258135,4.672828834461906,7.618233402641442,3.8484337868638727
https://github.com/4clojure/4clojure,Clojure,31,https://github.com/4clojure/4clojure,Clojure,3466,4clojure,1068,6.97354301952014,3.4339872044851463,6.909111193477323,3.8443930147806435
https://github.com/weavejester/cljfmt,Clojure,54,https://github.com/weavejester/cljfmt,Clojure,580,weavejester,1061,6.966967138613983,3.9889840465642745,7.22679553440607,3.841799887358322
https://github.com/yqrashawn/GokuRakuJoudo,Clojure,35,https://github.com/yqrashawn/GokuRakuJoudo,Clojure,837,yqrashawn,1017,6.92461239604856,3.5553480614894135,6.978579055181754,3.825097753305232
https://github.com/zk/clojuredocs,Clojure,37,https://github.com/zk/clojuredocs,Clojure,11656,zk,1008,6.915723448631314,3.6109179126442243,7.010387653359521,3.821592493153447
https://github.com/hoplon/hoplon,Clojure,38,https://github.com/hoplon/hoplon,Clojure,2010,hoplon,1007,6.914730892718563,3.6375861597263857,7.025652757330713,3.8212010894780644
https://github.com/mcohen01/amazonica,Clojure,121,https://github.com/mcohen01/amazonica,Clojure,1373,mcohen01,996,6.903747257584598,4.795790545596741,7.688617605216367,3.8168698119094584
https://github.com/clj-commons/manifold,Clojure,46,https://github.com/clj-commons/manifold,Clojure,1605,clj-commons,993,6.900730664045173,3.828641396489095,7.135014202964477,3.8156802509151646
https://github.com/juxt/bidi,Clojure,55,https://github.com/juxt/bidi,Clojure,730,juxt,984,6.891625897052253,4.007333185232471,7.2372987185369535,3.8120898846509146
https://github.com/clj-python/libpython-clj,Clojure,24,https://github.com/clj-python/libpython-clj,Clojure,2484,clj-python,980,6.887552571664617,3.1780538303479458,6.7626130170555285,3.81048361289608
https://github.com/juji-io/datalevin,Clojure,77,https://github.com/juji-io/datalevin,Clojure,10172,juji-io,974,6.881411303642535,4.343805421853684,7.429897941861167,3.8080618703579843
https://github.com/yogthos/Selmer,Clojure,80,https://github.com/yogthos/Selmer,Clojure,1296,yogthos,946,6.852242569051878,4.382026634673881,7.451776049777591,3.7965594957528346
https://github.com/funcool/cats,Clojure,53,https://github.com/funcool/cats,Clojure,1632,funcool,936,6.841615476477592,3.970291913552122,7.216096017748871,3.7923688168814866
https://github.com/witch-house/pronoun.is,Clojure,24,https://github.com/witch-house/pronoun.is,Clojure,152,witch-house,928,6.833031732786201,3.1780538303479458,6.7626130170555285,3.78898391051381
https://github.com/braidchat/braid,Clojure,25,https://github.com/braidchat/braid,Clojure,6255,braidchat,905,6.807934943699926,3.2188758248682006,6.78597983185754,3.779087263521478
https://github.com/puniverse/pulsar,Clojure,23,https://github.com/puniverse/pulsar,Clojure,4023,puniverse,902,6.804614520062624,3.1354942159291497,6.738251575635131,3.7777778904183936
https://github.com/noprompt/meander,Clojure,30,https://github.com/noprompt/meander,Clojure,3198,noprompt,887,6.787844982309579,3.4011973816621555,6.8903420537941695,3.771165004809962
https://github.com/clj-commons/etaoin,Clojure,41,https://github.com/clj-commons/etaoin,Clojure,5264,clj-commons,879,6.778784897685177,3.713572066704308,7.06914765846875,3.7675922585538517
https://github.com/aysylu/loom,Clojure,41,https://github.com/aysylu/loom,Clojure,572,aysylu,870,6.76849321164863,3.713572066704308,7.06914765846875,3.7635338436184007
https://github.com/swannodette/lt-cljs-tutorial,Clojure,28,https://github.com/swannodette/lt-cljs-tutorial,Clojure,656,swannodette,864,6.761572768804055,3.332204510175204,6.850850018443113,3.7608048419270714
https://github.com/gigasquid/wonderland-clojure-katas,Clojure,76,https://github.com/gigasquid/wonderland-clojure-katas,Clojure,378,gigasquid,855,6.75110146893676,4.330733340286331,7.422415384660059,3.7566755982225795
https://github.com/reagent-project/reagent-cookbook,Clojure,27,https://github.com/reagent-project/reagent-cookbook,Clojure,1047,reagent-project,839,6.732210706467206,3.295836866004329,6.830032907076724,3.7492262306188398
https://github.com/metasoarous/oz,Clojure,31,https://github.com/metasoarous/oz,Clojure,27789,metasoarous,814,6.70196036600254,3.4339872044851463,6.909111193477323,3.737297336450447
https://github.com/pallet/pallet,Clojure,38,https://github.com/pallet/pallet,Clojure,13561,pallet,805,6.690842277418564,3.6375861597263857,7.025652757330713,3.7329130386198823
https://github.com/clojupyter/clojupyter,Clojure,30,https://github.com/clojupyter/clojupyter,Clojure,33186,clojupyter,797,6.680854678790215,3.4011973816621555,6.8903420537941695,3.728974537260762
https://github.com/babashka/nbb,Clojure,34,https://github.com/babashka/nbb,Clojure,1817,babashka,791,6.673297967767654,3.5263605246161616,6.961986372397779,3.7259946301038642
https://github.com/djblue/portal,Clojure,49,https://github.com/djblue/portal,Clojure,6363,djblue,791,6.673297967767654,3.8918202981106265,7.171178278505967,3.7259946301038642
https://github.com/day8/re-com,Clojure,50,https://github.com/day8/re-com,Clojure,5493,day8,785,6.665683717782408,3.912023005428146,7.182742459186886,3.7229920330801454
https://github.com/clj-commons/secretary,Clojure,30,https://github.com/clj-commons/secretary,Clojure,175,clj-commons,775,6.652863029353347,3.4011973816621555,6.8903420537941695,3.7179363334388515
https://github.com/plumatic/dommy,Clojure,34,https://github.com/plumatic/dommy,Clojure,345,plumatic,758,6.630683385642372,3.5263605246161616,6.961986372397779,3.7091900311342565
https://github.com/lambdaisland/kaocha,Clojure,63,https://github.com/lambdaisland/kaocha,Clojure,1619,lambdaisland,756,6.628041376179533,4.143134726391533,7.315032535793653,3.7081481833140346
https://github.com/dakrone/clojure-opennlp,Clojure,22,https://github.com/dakrone/clojure-opennlp,Clojure,33612,dakrone,745,6.61338421837956,3.091042453358316,6.712807054468967,3.702368291864232
https://github.com/noir-clojure/noir,Clojure,25,https://github.com/noir-clojure/noir,Clojure,780,noir-clojure,742,6.60934924316738,3.2188758248682006,6.78597983185754,3.7007771430857783
https://github.com/clojure/java.jdbc,Clojure,22,https://github.com/clojure/java.jdbc,Clojure,2056,clojure,709,6.5638555265321274,3.091042453358316,6.712807054468967,3.6828371886015407
https://github.com/ztellman/lamina,Clojure,26,https://github.com/ztellman/lamina,Clojure,4589,ztellman,708,6.56244409369372,3.258096538021482,6.808430061235745,3.6822806053467234
https://github.com/juxt/aero,Clojure,34,https://github.com/juxt/aero,Clojure,247,juxt,703,6.555356891810665,3.5263605246161616,6.961986372397779,3.679485844034475
https://github.com/seancorfield/next-jdbc,Clojure,31,https://github.com/seancorfield/next-jdbc,Clojure,1373,seancorfield,701,6.55250788703459,3.4339872044851463,6.909111193477323,3.678362369854119
https://github.com/nrepl/nrepl,Clojure,80,https://github.com/nrepl/nrepl,Clojure,2364,nrepl,698,6.548219102762372,4.382026634673881,7.451776049777591,3.6766711342214453
https://github.com/mikera/core.matrix,Clojure,63,https://github.com/mikera/core.matrix,Clojure,5147,mikera,693,6.541029999189903,4.143134726391533,7.315032535793653,3.6738361890815128
https://github.com/r0man/sablono,Clojure,23,https://github.com/r0man/sablono,Clojure,675,r0man,691,6.53813982376767,3.1354942159291497,6.738251575635131,3.672696479702698
https://github.com/flosell/lambdacd,Clojure,21,https://github.com/flosell/lambdacd,Clojure,21548,flosell,672,6.51025834052315,3.044522437723423,6.686178649789038,3.6617017187257037
https://github.com/JulianBirch/cljs-ajax,Clojure,78,https://github.com/JulianBirch/cljs-ajax,Clojure,380,JulianBirch,665,6.499787040655854,4.356708826689592,7.437283947240362,3.657572475021211
https://github.com/bhauman/rebel-readline,Clojure,24,https://github.com/bhauman/rebel-readline,Clojure,396,bhauman,662,6.495265555937008,3.1780538303479458,6.7626130170555285,3.6557894764874224
https://github.com/clojure/tools.nrepl,Clojure,21,https://github.com/clojure/tools.nrepl,Clojure,839,clojure,662,6.495265555937008,3.044522437723423,6.686178649789038,3.6557894764874224
https://github.com/weavejester/codox,Clojure,33,https://github.com/weavejester/codox,Clojure,585,weavejester,655,6.484635235635252,3.4965075614664802,6.944898313144237,3.6515975247967
https://github.com/clj-pdf/clj-pdf,Clojure,63,https://github.com/clj-pdf/clj-pdf,Clojure,16633,clj-pdf,654,6.483107351457199,4.143134726391533,7.315032535793653,3.650995020217195
https://github.com/clojure-emacs/cider-nrepl,Clojure,113,https://github.com/clojure-emacs/cider-nrepl,Clojure,3318,clojure-emacs,649,6.47543271670409,4.727387818712341,7.649463373047057,3.6479686111142016
https://github.com/luminus-framework/luminus-template,Clojure,153,https://github.com/luminus-framework/luminus-template,Clojure,2958,luminus-framework,642,6.464588303689961,5.030437921392435,7.822931517077665,3.6436922342808566
https://github.com/borkdude/jet,Clojure,26,https://github.com/borkdude/jet,Clojure,343,borkdude,626,6.439350371100098,3.258096538021482,6.808430061235745,3.6337399288763885
https://github.com/bhauman/figwheel-main,Clojure,61,https://github.com/bhauman/figwheel-main,Clojure,2355,bhauman,626,6.439350371100098,4.110873864173311,7.296566177114576,3.6337399288763885
https://github.com/yogthos/migratus,Clojure,76,https://github.com/yogthos/migratus,Clojure,613,yogthos,617,6.424869023905388,4.330733340286331,7.422415384660059,3.628029366434844
https://github.com/day8/re-frame-10x,Clojure,55,https://github.com/day8/re-frame-10x,Clojure,18098,day8,616,6.423246963533519,4.007333185232471,7.2372987185369535,3.627389724493182
https://github.com/sorenmacbeth/flambo,Clojure,38,https://github.com/sorenmacbeth/flambo,Clojure,729,sorenmacbeth,607,6.408528791059498,3.6375861597263857,7.025652757330713,3.621585772567423
https://github.com/mjul/docjure,Clojure,35,https://github.com/mjul/docjure,Clojure,592,mjul,603,6.401917196727186,3.5553480614894135,6.978579055181754,3.618978561942252
https://github.com/danielsz/system,Clojure,40,https://github.com/danielsz/system,Clojure,1927,danielsz,603,6.401917196727186,3.6888794541139363,7.055013422448246,3.618978561942252
https://github.com/wilkerlucio/pathom,Clojure,40,https://github.com/wilkerlucio/pathom,Clojure,21669,wilkerlucio,599,6.395261598115449,3.6888794541139363,7.055013422448246,3.616353998706032
https://github.com/puppetlabs/trapperkeeper,Clojure,63,https://github.com/puppetlabs/trapperkeeper,Clojure,1122,puppetlabs,588,6.376726947898627,4.143134726391533,7.315032535793653,3.609045060112666
https://github.com/weavejester/ragtime,Clojure,32,https://github.com/weavejester/ragtime,Clojure,368,weavejester,588,6.376726947898627,3.4657359027997265,6.927284385709605,3.609045060112666
https://github.com/metosin/spec-tools,Clojure,47,https://github.com/metosin/spec-tools,Clojure,1087,metosin,587,6.375024819828097,3.8501476017100584,7.147324515588789,3.6083738443411244
https://github.com/lilactown/helix,Clojure,29,https://github.com/lilactown/helix,Clojure,3461,lilactown,586,6.373319789577012,3.367295829986474,6.870936552205721,3.6077014841261095
https://github.com/clj-commons/pretty,Clojure,25,https://github.com/clj-commons/pretty,Clojure,1687,clj-commons,580,6.363028103540465,3.2188758248682006,6.78597983185754,3.6036430691906576
https://github.com/drewr/postal,Clojure,39,https://github.com/drewr/postal,Clojure,261,drewr,578,6.359573868672378,3.6635616461296463,7.040521319911015,3.6022809290778106
https://github.com/r0man/cljs-http,Clojure,46,https://github.com/r0man/cljs-http,Clojure,229,r0man,576,6.3561076606958915,3.828641396489095,7.135014202964477,3.600914067499329
https://github.com/day8/re-frame-template,Clojure,56,https://github.com/day8/re-frame-template,Clojure,1232,day8,575,6.354370040797351,4.02535169073515,7.24761264577246,3.6002288559097675
https://github.com/juxt/tick,Clojure,43,https://github.com/juxt/tick,Clojure,3270,juxt,570,6.345636360828596,3.7612001156935624,7.096410309723108,3.596784823794837
https://github.com/dvcrn/proton,Clojure,28,https://github.com/dvcrn/proton,Clojure,4861,dvcrn,569,6.343880434126331,3.332204510175204,6.850850018443113,3.5960923931154785
https://github.com/clj-commons/rewrite-clj,Clojure,25,https://github.com/clj-commons/rewrite-clj,Clojure,5938,clj-commons,568,6.342121418721152,3.2188758248682006,6.78597983185754,3.5953987444395743
